0,0,8
1,0,4861
2,0,9642
3,0,9053
4,0,11436
5,0,10853
6,0,11508
7,0,7127
8,0,14008
9,0,9650
10,0,10397
11,0,11300
12,0,9244
13,0,6733
14,1,14580
15,0,8133
16,0,13378
17,0,10168
18,1,11114
19,2,5813
20,3,6413
21,2,13210
22,3,14511
23,15,0
24,12,16144
25,21,16896
26,25,0
27,46,18497
28,51,0
29,82,19414
30,186,10107
31,149,10685
32,17,11105
33,152,11344
34,206,11706
35,243,12268
36,310,0
37,350,12644
38,756,12858
39,498,13464
40,539,0
41,529,0
42,51,26845
43,611,13343
44,722,14447
45,777,0
46,815,0
47,866,28990
48,931,14557
49,950,0
50,1033,15450
51,1125,15911
52,1152,0
53,1271,15915
54,2520,0
55,269,16269
56,2765,16249
57,244,0
58,2973,16779
59,282,17205
60,3420,0
61,1971,17616
62,1992,0
63,1907,17728
64,186,18890
65,1960,0
66,2109,0
67,2121,0
68,2246,37467
69,2164,0
70,2213,18686
71,2294,0
72,2282,20743
73,2324,0
74,2291,0
75,2317,38386
76,2415,2682
77,4321,0
78,391,20242
79,4254,0
80,404,22377
81,4283,0
82,385,0
83,4381,0
84,301,44335
85,2351,0
86,2451,22062
87,2406,0
88,2442,24321
89,2483,0
90,2544,0
91,2610,0
92,2760,0
93,2715,48825
94,2799,0
95,2893,23832
96,2893,0
97,2942,0
98,2956,25349
99,3346,0
100,6160,25571
101,573,0
102,6420,0
103,609,26015
104,6894,0
105,657,26018
106,7402,0
107,731,0
108,8303,26676
109,4663,0
110,412,26553
111,4779,0
112,5389,0
113,10378,26532
114,736,0
115,5813,26960
116,6413,0
117,12342,0
118,868,27234
119,6757,0
120,7754,0
121,14832,28479
122,1312,0
123,15408,0
124,1488,0
125,16875,0
126,1622,55756
127,18140,0
128,1274,26589
129,10107,0
130,10685,0
131,11105,28796
132,11344,0
133,11706,0
134,12268,0
135,12644,0
136,12858,52050
137,13464,3753
138,25081,0
139,1764,26562
140,13343,0
141,14447,0
142,27081,28637
143,1909,0
144,14557,0
145,15450,0
146,15911,0
147,15915,54873
148,16269,0
149,16249,0
150,16779,26305
151,17205,0
152,17616,27805
153,17728,0
154,18890,0
155,34857,0
156,2611,0
157,18686,52935
158,20743,0
159,38386,0
160,2682,25099
161,20242,0
162,22377,25988
163,41448,0
164,2888,0
165,22062,25894
166,24321,0
167,45656,25305
168,3169,0
169,23832,24989
170,25349,0
171,25573,0
172,26015,24748
173,26018,0
174,26676,24796
175,26553,0
176,26532,0
177,26960,0
178,27234,43981
179,28479,3147
180,52052,0
181,3704,22187
182,26589,0
183,28796,23096
184,52050,0
185,3753,0
186,26562,0
187,28637,43103
188,51129,0
189,3744,20045
190,26305,0
191,27805,21252
192,49497,0
193,3438,0
194,25099,37143
195,25988,2524
196,25894,18179
197,25305,0
198,24989,19263
199,24748,0
200,24796,0
201,43982,33795
202,3147,2301
203,22187,16656
204,23096,0
205,40201,17611
206,2903,0
207,20045,0
208,21253,31240
209,37143,16180
210,2524,0
211,18179,15950
212,19263,14475
213,33795,0
214,2301,0
215,16656,27553
216,17611,12586
217,31240,12900
218,16180,0
219,14645,12741
220,1306,0
221,14475,22970
222,25801,10559
223,1752,0
224,12586,19530
225,12900,16695
226,12741,8147
227,21533,14145
228,1437,8205
229,10559,12635
230,18270,7297
231,1260,6993
232,8357,12654
233,8338,14010
234,8147,7250
235,14145,15572
236,7303,1176
237,902,9805
238,12635,13591
239,911,0
240,6386,0
241,6993,0
242,12654,43291
243,6983,0
244,6469,0
245,558,0
246,7250,46897
247,15572,0
248,1176,0
249,9805,0
250,13591,0
251,43291,0
252,42240,61469
253,4657,0
254,61469,0
255,28510,28510
