0,0,0
1,0,565
2,0,1532
3,0,0
4,0,2773
5,0,0
6,0,3097
7,0,1164
8,0,0
9,0,0
10,0,4143
11,0,1909
12,0,0
13,0,2180
14,0,0
15,0,0
16,0,0
17,0,5597
18,0,0
19,0,3625
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,9197
26,0,0
27,0,3086
28,0,0
29,0,3013
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,12726
39,0,0
40,0,2821
41,0,0
42,0,2569
43,0,0
44,0,0
45,0,0
46,0,0
47,0,8228
48,0,0
49,0,2536
50,0,0
51,0,2359
52,0,0
53,0,0
54,0,0
55,0,0
56,0,7764
57,0,0
58,0,3578
59,0,0
60,0,0
61,0,0
62,0,0
63,0,6919
64,0,0
65,0,2903
66,0,0
67,0,2917
68,0,0
69,0,0
70,0,0
71,0,0
72,0,7151
73,0,0
74,0,3055
75,0,0
76,0,3169
77,0,0
78,0,0
79,0,0
80,0,0
81,0,7044
82,0,0
83,0,3442
84,0,0
85,0,0
86,0,3711
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,8924
93,0,0
94,0,4324
95,0,0
96,0,0
97,0,0
98,0,4463
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,10594
106,0,0
107,0,0
108,0,4857
109,0,0
110,0,0
111,0,5122
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,10490
120,0,0
121,0,0
122,0,5420
123,0,0
124,0,0
125,0,0
126,0,5410
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,9359
133,0,0
134,0,0
135,0,0
136,0,5213
137,0,0
138,0,0
139,1,4919
140,1,0
141,0,0
142,1,0
143,2,0
144,1,7676
145,1,0
146,1,0
147,2,0
148,0,4783
149,5,0
150,6,0
151,27,4761
152,260,0
153,101,0
154,156,0
155,1056,6477
156,476,0
157,1607,0
158,510,4622
159,656,0
160,2087,0
161,1010,4556
162,1164,0
163,4143,0
164,1909,0
165,2180,0
166,5597,6330
167,3625,0
168,9197,0
169,3086,4241
170,3013,0
171,12726,4197
172,2821,0
173,2569,0
174,8228,0
175,2536,5791
176,2359,0
177,7764,0
178,3578,4258
179,6919,0
180,2903,0
181,2917,3982
182,7151,0
183,3055,0
184,3169,0
185,7044,5660
186,3442,0
187,3711,0
188,8924,4172
189,4324,0
190,4463,3716
191,10594,0
192,4857,0
193,5122,0
194,10490,5485
195,5420,0
196,5410,0
197,9359,4095
198,5213,2692
199,4919,0
200,7676,0
201,4783,4021
202,4761,0
203,6477,0
204,4622,0
205,4556,5085
206,6330,0
207,4241,3464
208,4197,0
209,5791,3698
210,4258,0
211,3982,0
212,5660,0
213,4172,4757
214,3716,0
215,5485,3125
216,4095,0
217,2692,3195
218,4021,0
219,5085,0
220,3464,4191
221,3698,0
222,4757,3014
223,3125,0
224,3195,2811
225,4191,0
226,3014,3601
227,2811,0
228,3601,2779
229,2779,0
230,2399,2399
231,3192,0
232,2683,3192
233,1750,0
234,2457,2683
235,2953,1750
236,2052,2457
237,2249,0
238,3242,2953
239,2126,0
240,1903,2052
241,2545,2249
242,1610,0
243,1044,0
244,1437,3242
245,1919,2126
246,1029,1903
247,925,0
248,960,2545
249,494,1610
250,270,1044
251,239,1437
252,188,1919
253,94,1954
254,53,1454
255,84,928
