0,0,8
1,0,356
2,0,85210
3,356,0
4,85210,0
5,1559729,0
6,891855,0
7,1462006,0
8,677297,0
9,964688,0
10,834984,0
11,285434,0
12,584685,0
13,252969,0
14,560872,0
15,240656,0
16,431680,0
17,147150,0
18,332750,0
19,229293,0
20,342248,1559728
21,363596,0
22,152322,0
23,363309,0
24,300365,0
25,263037,0
26,278357,0
27,274207,0
28,49063,0
29,386011,0
30,163554,0
31,285964,891855
32,422559,0
33,154591,0
34,285776,0
35,159686,0
36,273569,0
37,184510,0
38,353514,0
39,197986,0
40,297641,0
41,166357,0
42,216267,0
43,161795,0
44,169547,0
45,352856,0
46,224473,0
47,270422,0
48,88158,1462005
49,267998,0
50,189803,0
51,165833,0
52,142599,0
53,241363,0
54,165179,0
55,117359,677297
56,194440,0
57,24195,0
58,254234,0
59,93429,0
60,72409,0
61,27903,0
62,93797,0
63,79650,0
64,71114,0
65,152957,0
66,22485,0
67,118045,964687
68,35050,0
69,109243,0
70,18507,0
71,77227,0
72,61820,0
73,61447,0
74,62964,0
75,61300,0
76,45234,834984
77,41474,0
78,41054,0
79,49236,0
80,36962,285434
81,36298,0
82,35061,0
83,10198,0
84,39391,0
85,10982,0
86,32738,584684
87,36218,0
88,40811,0
89,44896,252969
90,36381,0
91,32094,0
92,15150,0
93,40687,0
94,80987,0
95,48393,0
96,21381,560872
97,58737,0
98,214242,0
99,114750,240656
100,74026,0
101,31141,0
102,66578,0
103,163469,0
104,31939,431680
105,13866,147150
106,30596,0
107,40463,0
108,44614,0
109,22000,332750
110,9040,0
111,18200,0
112,25024,229293
113,3530,0
114,3077,0
115,16098,0
116,7477,342248
117,15663,0
118,19821,0
119,21132,0
120,13068,363596
121,6128,0
122,10033,152322
123,5779,0
124,17522,0
125,19356,0
126,13552,363307
127,6954,0
128,13550,0
129,4052,0
130,19822,300365
131,14551,0
132,11578,0
133,4313,263037
134,17807,0
135,10765,0
136,4419,278357
137,7200,0
138,4296,0
139,10123,274207
140,2722,49063
141,11585,0
142,8309,0
143,7057,0
144,1732,386011
145,7754,0
146,2248,163554
147,3773,0
148,1161,0
149,1048,285964
150,3529,0
151,1990,0
152,5559,0
153,3413,0
154,1216,422559
155,2010,0
156,1124,154591
157,2858,0
158,673,0
159,1113,0
160,487,285776
161,76,159686
162,73,0
163,20,0
164,28,0
165,6,273569
166,0,0
167,0,184510
168,0,0
169,0,0
170,0,0
171,0,353514
172,0,0
173,0,197986
174,0,0
175,0,0
176,0,0
177,0,297641
178,0,0
179,0,166356
180,0,0
181,0,216267
182,0,0
183,0,161795
184,0,0
185,0,169547
186,0,0
187,0,0
188,0,0
189,0,352856
190,0,0
191,0,0
192,0,224473
193,0,0
194,0,0
195,0,270422
196,0,88157
197,0,0
198,0,0
199,0,267998
200,0,0
201,0,189803
202,0,0
203,0,165833
204,0,0
205,0,142599
206,0,0
207,0,0
208,0,241363
209,0,165179
210,0,0
211,0,117359
212,0,0
213,0,218635
214,0,0
215,0,0
216,0,254234
217,0,93429
218,0,72409
219,0,27903
220,0,93797
221,0,150764
222,0,0
223,0,175442
224,0,0
225,0,153095
226,0,109243
227,0,18507
228,0,139047
229,0,61447
230,0,124264
231,0,86708
232,0,41054
233,0,122496
234,0,84650
235,0,79938
236,0,85707
237,0,83625
238,0,40687
239,0,129380
240,0,80118
241,0,0
242,0,0
243,0,214242
244,0,114750
245,0,105167
246,0,66578
247,0,0
248,0,209274
249,0,71059
250,0,93854
251,0,90690
252,0,73662
253,0,103415
254,0,81539
255,0,48948
